Realm Name	Export Time	PMktPrice Date	Reserved	Item ID	Item Name	AH MarketPrice Coppers	AH Quantity	AH MarketPrice	AH MinimumPrice	14-day Median Market Price	Median Market Price StdDev	14-day Todays PMktPrice	PMktPrice StdDev	Daily Price Change	Avg Daily Posted	Avg Estimated Daily Sold	Estimated Demand
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	25	Worn Shortsword	0	0	0	0	50000	0	50000	0	0	0.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	35	Bent Staff	19999997	3	1999.9997	1999.9997	2998	1621.71	1260.6	1326.17	-0.0815	8	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	36	Worn Mace	105626693	1	10562.6693	10562.6693	10562.67	0	10562.67	0	0	1.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	37	Worn Axe	0	0	0	0	19999	1885.52	19073.51	1455.59	-0.0101	0.79	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	38	Recruit's Shirt	2621822	2	262.1822	262.1822	200	72.42	197.49	75.25	0.001	8.93	0.5	0.056
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	39	Recruit's Pants	8779996	1	877.9996	877.9996	879	27.87	896	22.09	0.0041	7.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	40	Recruit's Boots	0	0	0	0	2035.13	591.53	2576.54	517.81	0.045	3.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	43	Squire's Boots	8639999	1	863.9999	863.9999	874	13.32	863.6	5.92	-0.0026	4	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	44	Squire's Pants	7649987	2	764.9987	764.9987	767	1.44	764.3	0.33	-0.0004	6.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	45	Squire's Shirt	1900000	2	190	190	267.45	27.54	219.11	14.08	-0.021	5.79	0.07	0.0121
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	47	Footpad's Shoes	0	0	0	0	1500	1010.85	1748.57	1114.4	0.0061	0.5	0.07	0.14
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	48	Footpad's Pants	0	0	0	0	100	0	100	0	0	0.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	49	Footpad's Shirt	3761420564	1	376142.0564	376142.0564	190499.22	68999.01	308531.86	19922.17	0.0802	2.64	0.14	0.053
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	51	Neophyte's Boots	6306719	2	630.6719	630.6719	642.63	5.32	632.81	2.24	-0.0017	9.79	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	52	Neophyte's Pants	6439992	3	643.9992	643.9992	646	1.44	643.3	0.33	-0.0005	9.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	53	Neophyte's Shirt	0	0	0	0	250	68.87	181.79	64.7	-0.0299	4.29	0.36	0.0839
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	55	Apprentice's Boots	9419995	1	941.9995	941.9995	944	1.44	941.3	0.33	-0.0004	9.79	0.07	0.0072
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	56	Apprentice's Robe	6519999	2	651.9999	651.9999	656	2.18	651.65	0.34	-0.0007	9	0.07	0.0078
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	57	Acolyte's Robe	7409997	4	740.9997	740.9997	751	1.97	747.11	0.38	-0.0006	7.36	0.07	0.0095
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	59	Acolyte's Shoes	10089995	1	1008.9995	1008.9995	1011	1.44	1008.3	0.33	-0.0003	10.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	117	Tough Jerky	35797	7	3.5797	3.5797	0.48	0.35	0.47	0.35	0.0278	53.07	0.07	0.0013
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	118	Minor Healing Potion	0	0	0	0	0.01	0.96	1.35	0.67	0.2271	37.71	16.07	0.4261
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	120	Thug Pants	0	0	0	0	12505.96	2104.73	13547.59	1311.01	0.0239	0.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	121	Thug Boots	0	0	0	0	17854.55	1203.84	15301.22	618.19	-0.0145	0.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	127	Trapper's Shirt	16804770000	1	1680477	1680477	1135622.5	412972.21	1273867.72	306882.72	0.0485	1.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	129	Rugged Trapper's Boots	26007270	1	2600.727	2600.727	2863.28	2016.23	3840	1184.5	-0.2519	0.36	0.14	0.3889
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	139	Brawler's Pants	43709997	3	4370.9997	4370.9997	4379.56	636.89	3948.45	472.54	-0.0195	10.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	140	Brawler's Boots	51949999	2	5194.9999	5194.9999	5200	22.45	5209.02	19.97	0.0004	8.79	0.21	0.0239
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	147	Rugged Trapper's Pants	33499998	1	3349.9998	3349.9998	3349.5	2359.97	4466.67	1361.92	-0.2505	0.43	0.07	0.1628
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	148	Rugged Trapper's Shirt	999990000	2	99999	99999	5849340	1898076.64	8988225.85	389955.57	0.0751	2.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	159	Refreshing Spring Water	1915743	1	191.5744	191.5744	55	357.66	275.45	338.8	0.0579	12.57	0.64	0.0509
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	200	Thick Cloth Vest	0	0	0	0	3	192.51	2.25	129.14	-0.1615	0.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	201	Thick Cloth Pants	1701750	1	170.1751	170.1751	56.51	25.71	15.63	16.48	-0.0911	1.5	0.07	0.0467
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	202	Thick Cloth Shoes	3737387	1	373.7387	373.7387	3	201.78	2.25	135.36	-0.1615	0.43	0.07	0.1628
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	203	Thick Cloth Gloves	3804309	2	380.4309	380.4309	380.3	0.28	379.73	0.1	-0.0005	0.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	236	Cured Leather Armor	5421853	1	542.1853	542.1853	570.57	103.63	607.11	90.2	0.0232	0.71	0.07	0.0986
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	237	Cured Leather Pants	2058163	1	205.8163	205.8163	200.98	177.96	135	128.31	-0.094	1.93	0.07	0.0363
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	238	Cured Leather Boots	120786817	1	12078.6817	12078.6817	12057.36	25.29	12086.44	17.53	0.0004	2.57	0.29	0.1128
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	239	Cured Leather Gloves	15368150	1	1536.815	1536.815	1533.72	3.46	1538.02	1.82	0.0004	2.5	0.21	0.084
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	414	Dalaran Sharp	0	0	0	0	0.02	0.01	0.01	0.01	-0.0142	3.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	422	Dwarven Mild	0	0	0	0	0.02	0.01	0.01	0.01	-0.0675	50.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	647	Destiny	59594292	3	5959.4293	5959.4293	9359.46	2566.73	4961.6	1247.99	-0.0495	4.71	0.14	0.0297
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	718	Scalemail Gloves	8610000	1	861	861	883	10.37	863.33	1.11	-0.0028	1.71	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	720	Brawler Gloves	11499999	3	1149.9999	1149.9999	1399	2015.46	450	1429.05	-0.1285	2.43	0.14	0.0576
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	723	Goretusk Liver	0	0	0	0	0.05	0.42	0.26	0.4	0.0474	17.43	0.43	0.0247
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	724	Goretusk Liver Pie	12768	1	1.2768	1.2768	4.78	2.65	2.07	1.43	-0.097	1.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	727	Notched Shortsword	3213223	1	321.3223	321.3223	4.08	88.07	99.22	77.6	0.2855	6	0.36	0.06
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	754	Shortsword of Vengeance	1125556	13	112.5556	100	390.32	52.31	288.67	15.55	-0.0301	13	0.07	0.0054
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	765	Silverleaf	20904	36	2.0904	2	0.37	0.38	0.16	0.32	-0.0959	695.07	432.93	0.6229
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	766	Flanged Mace	5843109	1	584.3109	584.3109	650.15	7981.92	4847.86	7659.99	0.0479	3	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	767	Long Bo Staff	1122080	1	112.208	112.208	147.5	19.64	108.8	2.79	-0.0319	1.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	768	Lumberjack Axe	0	0	0	0	120	135.88	34.48	80.65	-0.1801	0.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	769	Chunk of Boar Meat	6700	96	0.67	0.66	0.82	0.45	1.08	0.44	0.049	115.86	39.93	0.3446
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	771	Chipped Boar Tusk	0	0	0	0	1	0	1	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	774	Malachite	2970	58	0.297	0.2	0.46	0.28	0.86	0.19	0.1021	137.64	38.14	0.2771
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	776	Vendetta	155798121	7	15579.8121	15579.8121	21409.23	3900.74	14232.69	670.03	-0.0444	6	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	783	Light Hide	20200	33	2.02	1	0.22	0.33	0.18	0.28	-0.0697	62.43	20.36	0.3261
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	785	Mageroyal	10000	518	1	0.9996	0.37	0.21	0.12	0.15	-0.1004	1055.57	376.79	0.357
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	787	Slitherskin Mackerel	66108	3	6.6108	6.6108	3.22	1.75	6.31	0.74	0.1029	13.14	0.71	0.054
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	789	Stout Battlehammer	1000000	3	100	100	5.3	7.33	2.26	5.58	-0.1036	10.93	0.5	0.0457
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	790	Forester's Axe	180397	5	18.0397	18.0397	15.17	4.49	12.94	3.88	0.0019	10.5	0.43	0.041
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	791	Gnarled Ash Staff	27304392	1	2730.4392	2730.4392	1847.11	855.61	2901.9	627.09	0.0768	2.36	0.07	0.0297
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	792	Knitted Sandals	0	0	0	0	984.87	0	984.87	0	0	0.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	804	Large Blue Sack	0	0	0	0	17.71	9.39	23.61	2.62	0.3196	0.29	0.07	0.2414
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	805	Small Red Pouch	0	0	0	0	24.9	14.67	17.99	12.58	0.0089	1.71	0.21	0.1228
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	809	Bloodrazor	29999996	4	2999.9997	2999.9997	6750	1727.4	3877.12	998.51	-0.0531	6.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	810	Hammer of the Northern Wind	7899998	9	789.9998	789.9996	1498	814.3	593.64	334.95	-0.1052	10.57	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	811	Axe of the Deep Woods	25065536	4	2506.5536	2506.5536	2521.11	219.06	2356.1	129.68	-0.0136	7.21	0.07	0.0097
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	812	Glowing Brightwood Staff	40174199	1	4017.4199	4017.4199	1600	923.1	1008.17	713.08	-0.0658	5.43	0.21	0.0387
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	814	Flask of Oil	11680	3	1.168	1.168	0.02	0.01	0	0	-0.1574	10.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	818	Tigerseye	18949	150	1.8949	0.7898	0.96	0.54	1.04	0.54	0.0244	172.07	72.57	0.4217
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	828	Small Blue Pouch	3100	2	0.31	0.31	1.6	2.51	0.52	2.54	-0.0944	4.21	0.14	0.0333
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	832	Silver Defias Belt	57831537	1	5783.1537	5783.1537	6079.23	217.51	6125.9	216.42	0.0019	1.79	0.07	0.0391
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	833	Lifestone	36809999	3	3680.9999	3680.9999	2847.86	750.63	3322.67	645.05	0.0314	2.79	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	837	Heavy Weave Armor	13710000	3	1371	1371	1290	513.58	728.89	421.25	-0.04	4.43	0.14	0.0316
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	838	Heavy Weave Pants	3165767	1	316.5767	316.5767	74.03	43.75	46.1	42.73	-0.0505	1.5	0.07	0.0467
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	839	Heavy Weave Gloves	0	0	0	0	3	0	3	0	0	0.21	0.07	0.3333
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	840	Heavy Weave Shoes	15340000	1	1534	1534	305.79	125.33	130.41	94.72	-0.0707	1.57	0.07	0.0446
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	843	Tanned Leather Boots	0	0	0	0	99.3	1.15	100.69	0.94	0.0012	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	845	Tanned Leather Pants	0	0	0	0	112.85	4.26	108.77	2.13	-0.0068	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	846	Tanned Leather Jerkin	0	0	0	0	151.33	15.58	141.26	9.22	-0.0151	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	847	Chainmail Armor	0	0	0	0	267.14	13.32	250.13	7.33	-0.0098	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	848	Chainmail Pants	0	0	0	0	120.21	13.7	134.11	11.53	0.016	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	849	Chainmail Boots	0	0	0	0	236.7	43.89	218.53	42.35	-0.0142	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	850	Chainmail Gloves	0	0	0	0	196.7	12.81	208.41	11.79	0.0051	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	851	Cutlass	74033025	1	7403.3025	7403.3025	7403.31	0	7403.3	0	0	10.14	0.21	0.0207
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	852	Mace	0	0	0	0	2259.26	402.82	2565.72	338.74	0.0239	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	854	Quarter Staff	27752219	3	2775.2219	2775.2219	2984.24	125.07	2745.73	45.49	-0.0085	4.86	0.14	0.0288
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	856	Blue Leather Bag	0	0	0	0	1.28	0	1.71	0	0.6696	0.07	0.07	1
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	857	Large Red Sack	0	0	0	0	15.1	7.5	7.06	6.19	-0.0743	2.43	0.14	0.0576
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	858	Lesser Healing Potion	1069	78	0.1069	0.1069	0.06	0.04	0.09	0.04	0.0631	101.21	0.36	0.0036
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	862	Runed Ring	8499943	11	849.9943	849.9942	853	2.17	848.83	0.66	-0.0005	18.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	863	Gloom Reaper	262658	7	26.2658	25.8	45.93	34.17	37.79	35.15	-0.0111	16.07	0.5	0.0311
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	864	Knightly Longsword	149995	5	14.9996	14.9996	23.27	8.58	23.28	8.68	0.0105	9.5	0.14	0.0147
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	865	Leaden Mace	450000	3	45	45	12.5	29.04	63.93	13.79	0.1521	5.86	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	866	Monk's Staff	619999	8	61.9999	61.9999	82.6	29.37	28.69	11.01	-0.0769	13.21	0.21	0.0159
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	867	Gloves of Holy Might	57254877	1	5725.4877	5725.4877	5544.88	270.96	5883.36	168.27	0.0092	1.79	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	868	Ardent Custodian	11807887	4	1180.7887	1180.7887	990	1228.38	821.59	1214.49	-0.0482	4.93	0.29	0.0588
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	869	Dazzling Longsword	124919999	6	12491.9999	12491.9999	12498	2347.88	13859.64	2279.11	0.016	4.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	870	Fiery War Axe	33316664	3	3331.6664	3331.6664	5208.36	738.47	4124.39	529.07	-0.0217	7	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	871	Flurry Axe	17152025	6	1715.2025	1715.2025	1593.44	404.28	1514.96	391.85	0.0055	14.5	0.21	0.0145
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	873	Staff of Jordan	60999993	3	6099.9994	6099.9994	2280	1294.34	3847.31	1076.04	0.0669	5.43	0.14	0.0258
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	890	Twisted Chanter's Staff	9682100	6	968.21	968.21	990	906.34	1575.83	862.5	0.0261	4.43	0.07	0.0158
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	892	Gnoll Casting Gloves	110825334	2	11082.5334	11082.5334	10369.69	502.65	10920.76	128.58	0.0101	4.79	0.43	0.0898
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	897	Madwolf Bracers	55256511	3	5525.6511	5525.6511	5460.18	349.78	5655.96	125.03	0.0106	4.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	914	Large Ogre Chain Armor	227423761	2	22742.3761	22742.3761	33328.62	7581.38	42080.63	6228.37	0.0323	1.57	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	922	Dacian Falx	17722485	1	1772.2485	1772.2485	3511.94	1066.21	1602.68	491.89	-0.0622	4.14	0.21	0.0507
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	923	Longsword	0	0	0	0	4991	32.41	4934.84	13.87	-0.0014	4	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	927	Double Axe	6660000	3	666	666	666	0	666	0	0	0.86	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	929	Healing Potion	143	21	0.0143	0.0141	0.02	0.01	0.01	0.01	-0.098	121.14	3.29	0.0272
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	932	Fel Steed Saddlebags	0	0	0	0	119.32	10.15	89.07	4.08	-0.0226	0.93	0.07	0.0753
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	934	Stalvan's Reaper	13988449	3	1398.8449	1398.8449	1031.07	941.87	2053.74	824.12	0.0931	2.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	935	Night Watch Shortsword	41100000	2	4110	4110	2584	221.1	2395.42	155.44	-0.0131	5.21	0.07	0.0134
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	936	Midnight Mace	6479990	4	647.999	647.999	458.66	357.4	745.54	337.61	0.0412	4.14	0.07	0.0169
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	937	Black Duskwood Staff	23089996	1	2308.9996	2308.9996	2312	1.66	2308.88	0.67	-0.0001	4.36	0.07	0.0161
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	940	Robes of Insight	263267122	1	26326.7122	26326.7122	9999.99	1006.94	9807.37	800.6	-0.0089	3.29	0.07	0.0213
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	942	Freezing Band	16650000	2	1665	1665	1908	494.3	1927.2	399.17	0.022	1.79	0.14	0.0782
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	943	Warden Staff	27940000	2	2794	2794	643	700.19	1517.41	574.98	0.0973	4.86	0.21	0.0432
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	944	Elemental Mage Staff	29590173	5	2959.0173	2959.0173	3477.75	854.11	2265.94	308.72	-0.0521	10.5	0.29	0.0276
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	954	Scroll of Strength	852152	1	85.2152	85.2152	360.21	203.26	191.76	166.94	-0.0286	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	955	Scroll of Intellect	768996	1	76.8997	76.8997	74.2	53.79	89.54	27.83	0.1621	4.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1015	Lean Wolf Flank	99	7	0.0099	0.0099	0.35	0.62	0.02	0.5	-0.1538	82.36	5.86	0.0712
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1074	Hard Spider Leg Tip	59997	4	5.9998	5.9998	6	0	6	0	0	0.57	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1077	Defias Mage Ring	0	0	0	0	30000	831.13	29769.48	792.64	-0.002	1.93	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1080	Tough Condor Meat	0	0	0	0	0.87	1.02	2.36	0.65	0.1948	7.36	0.21	0.0285
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1082	Redridge Goulash	26056233	1	2605.6233	2605.6233	32832.52	80061.89	4691.05	33906.61	-0.1692	0.93	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1121	Feet of the Lynx	11999994	7	1199.9995	1199.9995	975	251.73	1069.45	163.67	0.0369	8.93	0.57	0.0638
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1168	Skullflame Shield	0	0	0	0	43871.29	406613.12	677191.61	223181.21	0.1792	0.64	0.14	0.2188
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1169	Blackskull Shield	9885807	10	988.5807	988	1238.5	1060.24	740.45	429.25	-0.1036	16.21	0.14	0.0086
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1177	Oil of Olaf	1897432	3	189.7432	189.7432	100.53	56.67	82.26	38.89	-0.0514	14.79	0.14	0.0095
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1179	Ice Cold Milk	108649	22	10.8649	10.8647	10.86	6.78	13.99	4.03	0.1241	41.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1180	Scroll of Stamina	852152	1	85.2152	85.2152	1.1	64.41	97.74	43.85	0.2404	3	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1181	Scroll of Versatility	0	0	0	0	54.97	140.73	15.83	138.56	-0.1135	2.93	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1189	Overseer's Ring	49967507	2	4996.7508	4996.7508	5836.69	1102.97	4974.02	953.06	-0.0235	3.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1190	Overseer's Cloak	36403541	2	3640.3541	3640.3541	3604.43	51.43	3660.88	44.22	0.0013	1.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1196	Tabar	0	0	0	0	1103.46	509.95	1833.55	376.79	0.0602	1.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1197	Giant Mace	0	0	0	0	681	29.18	662.11	27.71	-0.0041	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1198	Claymore	30229544	2	3022.9544	3022.9544	3022.95	57.12	3072.35	42.76	0.0029	8.29	0.14	0.0169
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1202	Wall Shield	0	0	0	0	963.41	50.98	916.41	31.82	-0.0089	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1203	Aegis of Stormwind	1586990	4	158.699	158.699	249.75	139.31	75.83	111.22	-0.0942	5.29	0.36	0.0681
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1204	The Green Tower	48141996	3	4814.1996	4814.1996	3819.45	698.59	5052.28	326.27	0.0258	3.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1205	Melon Juice	7400	3	0.74	0.74	0.01	0.2	0.22	0.18	0.298	65.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1206	Moss Agate	43899	11	4.39	4.39	3.26	7.27	0.7	6.33	-0.1444	59	28.64	0.4854
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1207	Murphstar	201758	6	20.1758	20.1758	13.3	2.36	14.34	2.06	0.0191	15.93	0.14	0.0088
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1210	Shadowgem	1965	77	0.1965	0.1844	0.73	0.44	1.03	0.43	0.05	149.93	57.21	0.3816
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1215	Support Girdle	0	0	0	0	16875.63	1407.64	16522.01	1360.93	0.0012	2.79	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1251	Linen Bandage	375	84	0.0375	0.005	0.28	0.21	0.13	0.19	-0.0786	127.57	0	0
